date,price
7/09/2017,12563.5399
8/09/2017,11712.4607
9/09/2017,11575.2372
10/09/2017,11274.79
11/09/2017,11404.7141
12/09/2017,11275.2924
13/09/2017,10679.0945
14/09/2017,8414.229
15/09/2017,9689.3963
16/09/2017,9692.358
17/09/2017,9534.6298
18/09/2017,10885.0627
19/09/2017,10707.7555
20/09/2017,10617.0231
21/09/2017,9921.0398
22/09/2017,9819.5292
23/09/2017,10486.4719
24/09/2017,10614.3014
25/09/2017,10998.0487
26/09/2017,10782.6585
27/09/2017,11366.7098
28/09/2017,11058.2449
29/09/2017,10962.4544
30/09/2017,11351.1073
1/10/2017,11446.2536
2/10/2017,11443.1806
3/10/2017,11269.1055
4/10/2017,11097.6404
5/10/2017,11261.4693
6/10/2017,11471.4909
7/10/2017,11611.4293
8/10/2017,11894.5947
9/10/2017,11895.3362
10/10/2017,12025.6771
11/10/2017,12130.8959
12/10/2017,12843.3856
13/10/2017,13656.6074
14/10/2017,13755.6341
15/10/2017,13778.8921
16/10/2017,13787.9659
17/10/2017,13508.3117
18/10/2017,13334.0485
19/10/2017,13392.086
20/10/2017,13681.0709
21/10/2017,13776.5329
22/10/2017,13661.5378
23/10/2017,13498.833
24/10/2017,13060.166
25/10/2017,13269.6114
26/10/2017,13499.6277
27/10/2017,13401.4946
28/10/2017,13384.0713
29/10/2017,14120.6711
30/10/2017,14128.9584
31/10/2017,14449.9127
1/11/2017,14869.4613
2/11/2017,15414.6315
3/11/2017,15880.4893
4/11/2017,15970.5853
5/11/2017,16013.3168
6/11/2017,15659.3479
7/11/2017,15772.9054
8/11/2017,16507.9011
9/11/2017,16446.6296
10/11/2017,15757.6868
11/11/2017,16115.4187
12/11/2017,15572.3761
13/11/2017,16177.2452
14/11/2017,16735.3473
15/11/2017,17597.7731
16/11/2017,17895.2367
17/11/2017,18354.362
18/11/2017,18695.3091
19/11/2017,18905.104
20/11/2017,19465.4494
21/11/2017,19168.4077
22/11/2017,19878.163
23/11/2017,20410.3423
24/11/2017,21194.7938
25/11/2017,21905.81
26/11/2017,22919.6212
27/11/2017,23907.7267
28/11/2017,24760.175
29/11/2017,22897.3378
30/11/2017,24251.7514
1/12/2017,25927.5424
2/12/2017,25874.8355
3/12/2017,26167.412
4/12/2017,27655.8385
5/12/2017,28773.2363
6/12/2017,30382.4025
7/12/2017,37055.0458
8/12/2017,35770.8361
9/12/2017,33264.9614
10/12/2017,33368.48
11/12/2017,36621.455
12/12/2017,39636.2493
13/12/2017,39402.841
14/12/2017,41990.0699
15/12/2017,43101.3392
16/12/2017,46296.3624
17/12/2017,46807.9719
18/12/2017,48795.6584
19/12/2017,49205.103
20/12/2017,48494.255
21/12/2017,47949.2858
22/12/2017,40537.6571
23/12/2017,44805.4092
24/12/2017,42768.6818
25/12/2017,42875.2253
26/12/2017,47440.6379
27/12/2017,47111.2842
28/12/2017,44592.6031
29/12/2017,48048.239
30/12/2017,44812.1909
31/12/2017,48365.4449
1/01/2018,47588.0968
2/01/2018,51843.0429
3/01/2018,56888.013
4/01/2018,58500.8183
5/01/2018,58899.6835
6/01/2018,62895.2594
7/01/2018,62848.824
8/01/2018,57504.4849
9/01/2018,57166.866
10/01/2018,56403.9756
11/01/2018,51050.8646
12/01/2018,55542.8459
